	created_at	id	in_reply_to_status_id	in_reply_to_screen_name	source	retweeted	retweet_count	favorite_count	screen_name	hashtags	text
49	Tue Nov 05 21:27:48 +0000 2013	397837676826886144			"<a href=""http://getfalcon.pro"" rel=""nofollow"">Falcon Pro</a>"	False	1	0			Comunque secondo me il #Nexus10 è stato un flop...non ce l'ha nessuno
50	Tue Nov 05 21:22:06 +0000 2013	397836244455276544			"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"	False	0	0			Best Tablet 2013: iPad Air, Google Nexus 7/10 and #Amazon Kindle Fire HDX 7 http://t.co/q8JXB2oOMT #iPADAir #Nexus7 #Nexus10 #KindleFireHDX7
51	Tue Nov 05 21:10:07 +0000 2013	397833227374559233			"<a href=""http://izutech.dip.jp/"" rel=""nofollow"">izutechbot</a>"	False	0	0			【最新記事】アップルストア銀座でiPadAir、第3,4世代iPadとNexus10の、サイズと重さを比較しても自己修復する。キムタクか！:@gizmodojapan
52	Tue Nov 05 20:52:49 +0000 2013	397828875029209088			"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>"	False	0	0			タブレット競争が大画面へ拡大 「Kindle Fire HD 8.9」「Nexus10」「iPad」など　http://t.co/xMRdafVf8s @kizitora3104さんから
53	Tue Nov 05 20:47:45 +0000 2013	397827596991209473	3.97760654792e+17	tanakmura	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	False	0	0			@tanakmura なので、勤務先のNEXUS10は、Android 4.2のままです。
54	Tue Nov 05 20:40:33 +0000 2013	397825787501764608			"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"	False	0	0			Aparece y desaparece la Nexus 10 #Google #Nexus10 http://t.co/yGitKF1Ocp
55	Tue Nov 05 20:40:27 +0000 2013	397825760050028544		MKBHD	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	False	0	0			@MKBHD #nexus10 disappeared from the german play store http://t.co/LKWsUKIcBN
56	Tue Nov 05 20:35:55 +0000 2013	397824620402720769			"<a href=""http://bit.ly/SiHFe6"" rel=""nofollow"">rekkacopy</a>"	False	0	0			【自動生成】そいえばNexus10はお聞きします。 untoukouko うんぷるぐ あぁざんえんだ。 Blaq  for  BlackBerry 10のインタフェイス買うべきとさえ言えるかも。 by http://t.co/lRRht1r0jh
57	Tue Nov 05 20:31:21 +0000 2013	397823471453237248			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 (2013) Felt Sleeve | LACE | http://t.co/Mh6uTCxtKD | #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10Portel
58	Tue Nov 05 20:31:17 +0000 2013	397823454348468224			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 )2013) Leather Sleeve | RUM DIARY | http://t.co/u31LH4e0C7 | #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10...
